Source,Address,Request Details,Opened,Closed,Status,Supervisor District,Neighborhood,Latitude,Longitude,Media URL
Mobile/Open311,"451 ATHENS ST, SAN FRANCISCO, CA, 94112",Other,02/12/2019 01:10:00 PM,,Open,11,Excelsior,37.720198114438,-122.428702684233,http://mobile311.sfgov.org/reports/10480432/photos
Mobile/Open311,"450 MOSCOW ST, SAN FRANCISCO, CA, 94112",Other,02/12/2019 01:11:00 PM,,Open,11,Excelsior,37.720502209885,-122.428385010103,http://mobile311.sfgov.org/reports/10480437/photos
Phone,"275 RAYMOND AVE, SAN FRANCISCO, CA, 94134",Near_communication_line,02/12/2019 01:19:00 PM,02/12/2019 01:39:58 PM,Closed,10,Visitacion Valley,37.713550567627,-122.40869140625,
Mobile/Open311,"1701 POST ST, SAN FRANCISCO, CA, 94115",Damaged_vandalism,02/12/2019 01:25:46 PM,02/25/2019 12:51:51 PM,Closed,5,Japantown,37.785537156882,-122.429870555852,http://mobile311.sfgov.org/reports/10480525/photos
Phone,"2424 BUCHANAN ST, SAN FRANCISCO, CA, 94115",Other_enter_additional_details_below,02/12/2019 01:40:00 PM,03/07/2019 11:15:23 PM,Closed,2,Pacific Heights,37.792613983154,-122.431053161621,
Phone,Intersection of NOE ST and 26TH ST,Damaged_vandalism,02/12/2019 01:53:00 PM,,Open,8,Noe Valley,37.748229980469,-122.43155670166,
Phone,"4500 3RD ST, SAN FRANCISCO, CA, 94124",Damaged_vandalism,02/12/2019 02:20:00 PM,02/16/2019 12:39:50 AM,Closed,10,Bayview,37.73713684082,-122.390113830566,
Mobile/Open311,"625 HOLLY PARK CIR, SAN FRANCISCO, CA, 94110",Other,02/12/2019 02:54:00 PM,,Open,9,Holly Park,37.736745349551,-122.421175638186,http://mobile311.sfgov.org/reports/10481071/photos
Mobile/Open311,"1265 6TH AVE, SAN FRANCISCO, CA, 94122",Damaged_vandalism,02/12/2019 03:46:49 PM,,Open,5,Inner Sunset,37.764745151371,-122.463169125304,http://mobile311.sfgov.org/reports/10481368/photos
Phone,"628 OFARRELL ST, SAN FRANCISCO, CA, 94109",Dead_tree,02/12/2019 04:03:00 PM,02/13/2019 11:37:52 AM,Closed,6,Tenderloin,37.785629272461,-122.415176391602,
Phone,"2935 VAN NESS AVE, SAN FRANCISCO, CA, 94109",Hitting_window_or_building,02/12/2019 06:20:00 PM,03/06/2019 10:41:07 AM,Closed,2,Marina,37.802707672119,-122.42505645752,
Phone,"2185 BUSH ST, SAN FRANCISCO, CA, 94115",Fallen_tree,02/13/2019 06:44:00 AM,02/13/2019 11:23:00 PM,Closed,5,Japantown,37.786590576172,-122.433074951172,
Phone,"2186 BUSH ST, SAN FRANCISCO, CA, 94115",Fallen_tree,02/13/2019 06:44:00 AM,02/13/2019 11:23:00 PM,Closed,5,Japantown,37.787158966064,-122.433235168457,
Web,"1763 REVERE AVE, SAN FRANCISCO, CA, 94124",Damaged_vandalism,02/13/2019 08:35:23 AM,,Open,10,Silver Terrace,37.7331637,-122.3932544,http://mobile311.sfgov.org/reports/10483114/photos
Phone,"1766 FELL ST, SAN FRANCISCO, CA, 94117",Fallen_tree,02/13/2019 08:56:00 AM,,Open,5,Panhandle,37.772964477539,-122.447090148926,
Web,"511 GATES ST, SAN FRANCISCO, CA, 94110",Property_damage,02/13/2019 09:14:45 AM,,Open,9,Bernal Heights,37.736843,-122.413934,
Phone,Intersection of DOLORES ST and 18TH ST,Fallen_tree,02/13/2019 09:37:00 AM,,Open,8,Mission Dolores,37.761428833008,-122.426078796387,
Phone,"4075 17TH ST, SAN FRANCISCO, CA, 94114",About_to_fall,02/13/2019 09:38:00 AM,02/21/2019 10:44:00 AM,Closed,8,Castro,37.762271881104,-122.436714172363,
Phone,"2167 BAY ST, SAN FRANCISCO, CA, 94123",Lifted_sidewalk_tree_roots,02/13/2019 09:41:00 AM,,Open,2,Marina,37.801792144775,-122.442611694336,
Phone,Intersection of ULLOA ST and FUNSTON AVE,Other,02/13/2019 10:06:00 AM,,Open,7,West Portal,37.741470336914,-122.469032287598,
Phone,Intersection of ULLOA ST and FUNSTON AVE,Other,02/13/2019 10:17:00 AM,,Open,7,West Portal,37.741470336914,-122.469032287598,
Mobile/Open311,"4141 ANZA ST, SAN FRANCISCO, CA, 94121",Damaged_vandalism,02/13/2019 11:07:48 AM,,Open,1,Outer Richmond,37.777772904409,-122.492500282938,http://mobile311.sfgov.org/reports/10484094/photos
Phone,Intersection of ALEMANY BLVD and LAWRENCE AVE,Hitting_window_or_building,02/13/2019 11:52:00 AM,,Open,11,Outer Mission,37.711219787598,-122.453140258789,
Mobile/Open311,"435 LOS PALMOS DR, SAN FRANCISCO, CA, 94127",Damaged_vandalism,02/13/2019 12:05:13 PM,02/20/2019 09:17:15 AM,Closed,7,Miraloma Park,37.734485216848,-122.45139658439,http://mobile311.sfgov.org/reports/10484600/photos
Phone,Intersection of TWIN PEAKS BLVD and PORTOLA DR,Fallen_tree,02/13/2019 01:11:00 PM,,Open,8,Laguna Honda,37.745826721191,-122.45085144043,
Phone,"4053 22ND ST, SAN FRANCISCO, CA, 94114",Pruning_request,02/13/2019 01:17:00 PM,02/14/2019 12:08:47 PM,Closed,8,Noe Valley,37.754192352295,-122.437408447266,
Phone,"1040 GREENWICH ST, SAN FRANCISCO, CA, 94133",Fallen_tree,02/13/2019 01:37:00 PM,02/13/2019 11:26:00 PM,Closed,3,Russian Hill,37.801498413086,-122.416854858398,
Mobile/Open311,"3471 19TH ST, SAN FRANCISCO, CA, 94110",Other,02/13/2019 02:11:00 PM,,Open,9,Mission,37.760078,-122.420824,http://mobile311.sfgov.org/reports/10485279/photos
Phone,"418 FUNSTON AVE, SAN FRANCISCO, CA, 94118",Other_enter_additional_details_below,02/13/2019 02:26:00 PM,03/19/2019 08:44:10 PM,Closed,1,Inner Richmond,37.780212402344,-122.471580505371,
Phone,Intersection of CORTLAND AVE and ELLSWORTH ST,Hanging_limb,02/13/2019 02:40:00 PM,,Open,9,Bernal Heights,37.738880157471,-122.414558410645,
Web,Intersection of SANTA YSABEL AVE and CAPISTRANO AVE,Pruning_request,02/13/2019 03:32:45 PM,,Open,11,Mission Terrace,37.7268989,-122.4381931,http://mobile311.sfgov.org/reports/10485752/photos
Mobile/Open311,"3607 CLEMENT ST, SAN FRANCISCO, CA, 94121",Pruning_request,02/13/2019 04:40:39 PM,03/05/2019 02:19:35 PM,Closed,1,Outer Richmond,37.781277433541,-122.497760736096,
Mobile/Open311,"3607 CLEMENT ST, SAN FRANCISCO, CA, 94121",Other,02/13/2019 04:59:49 PM,03/05/2019 02:19:26 PM,Closed,1,Outer Richmond,37.781350133044,-122.497789682935,http://mobile311.sfgov.org/reports/10486172/photos
Phone,"2902 TURK BLVD, SAN FRANCISCO, CA, 94118",Fallen_tree,02/13/2019 05:21:00 PM,,Open,1,Lone Mountain,37.777984619141,-122.453666687012,
Mobile/Open311,"138 TRENTON ST, SAN FRANCISCO, CA, 94133",Damaged_vandalism,02/13/2019 07:52:00 PM,02/22/2019 11:19:46 AM,Closed,3,Chinatown,37.796286,-122.409254,http://mobile311.sfgov.org/reports/10486641/photos
Phone,"2278 36TH AVE, SAN FRANCISCO, CA, 94116",Fallen_tree,02/13/2019 07:58:00 PM,02/13/2019 10:10:21 PM,Closed,4,Parkside,37.744548797607,-122.493911743164,
Phone,"2 HAHN ST, SAN FRANCISCO, CA, 94134",Hanging_limb,02/14/2019 01:26:00 AM,02/14/2019 06:41:00 AM,Closed,10,Visitacion Valley,37.714435577393,-122.415016174316,
Phone,"260 DORANTES AVE, SAN FRANCISCO, CA, 94116",Fallen_tree,02/14/2019 01:33:00 AM,,Open,7,Forest Hill,37.745082855225,-122.465812683105,
Phone,Intersection of FILLMORE ST and HERMANN ST,Fallen_tree,02/14/2019 03:30:00 AM,02/21/2019 09:17:00 AM,Closed,8,Duboce Triangle,37.770244598389,-122.430076599121,
Phone,Intersection of BROADWAY and FRANKLIN ST,Fallen_tree,02/14/2019 03:36:00 AM,02/14/2019 04:41:42 AM,Closed,2,Pacific Heights,37.795528411865,-122.42505645752,
Phone,Intersection of 5TH ST and BRYANT ST,Fallen_tree,02/14/2019 03:54:00 AM,02/15/2019 10:24:00 PM,Closed,6,South of Market,37.777797698975,-122.400299072266,
Phone,"1140 MONTGOMERY ST, SAN FRANCISCO, CA, 94133",Fallen_tree,02/14/2019 04:05:00 AM,02/15/2019 11:30:00 PM,Closed,3,Telegraph Hill,37.799732208252,-122.403709411621,
Phone,Intersection of BROOK ST and MISSION ST,Fallen_tree,02/14/2019 04:32:00 AM,,Open,9,Bernal Heights,37.740642547607,-122.42308807373,
Mobile/Open311,"1195 HAYES ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,02/14/2019 05:08:46 AM,,Open,5,Alamo Square,37.775075,-122.436011666667,http://mobile311.sfgov.org/reports/10487106/photos
Phone,Intersection of JONES ST and PACIFIC AVE,Fallen_tree,02/14/2019 05:14:00 AM,02/22/2019 02:33:00 PM,Closed,3,Russian Hill,37.795875549316,-122.415008544922,
Phone,"573 SCOTT ST, SAN FRANCISCO, CA, 94117",Fallen_tree,02/14/2019 05:24:00 AM,02/14/2019 05:47:19 AM,Closed,5,Alamo Square,37.774997711182,-122.436225891113,
Phone,"2621 DIAMOND ST, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 06:06:00 AM,,Open,8,Glen Park,37.736522674561,-122.434364318848,
Phone,Intersection of DIAMOND ST and SURREY ST,Fallen_tree,02/14/2019 06:07:00 AM,02/14/2019 10:15:18 PM,Closed,8,Glen Park,37.736198425293,-122.43440246582,
Phone,Intersection of STEINER ST and FULTON ST,Fallen_tree,02/14/2019 06:19:00 AM,02/15/2019 10:40:00 PM,Closed,5,Alamo Square,37.777488708496,-122.433219909668,
Phone,Intersection of PORTOLA DR and SAN PABLO AVE,Fallen_tree,02/14/2019 06:20:00 AM,02/25/2019 06:04:10 PM,Closed,7,St. Francis Wood,37.740295410156,-122.461067199707,
Phone,"92 TURQUOISE WAY, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 06:28:00 AM,,Open,8,Diamond Heights,37.74341583252,-122.444641113281,
Phone,"1025 CLAYTON ST, SAN FRANCISCO, CA, 94117",Fallen_tree,02/14/2019 06:29:00 AM,,Open,5,Ashbury Heights,37.763580322266,-122.447303771973,
Phone,"258 28TH AVE, SAN FRANCISCO, CA, 94121",Fallen_tree,02/14/2019 06:51:00 AM,,Open,2,Seacliff,37.784530639648,-122.48811340332,
Phone,Intersection of WILLOW ST and VAN NESS AVE,About_to_fall,02/14/2019 06:52:00 AM,02/20/2019 10:29:00 PM,Closed,6,Tenderloin,37.78337097168,-122.420829772949,
Phone,Intersection of CHENERY ST and DIAMOND ST,Fallen_tree,02/14/2019 06:59:00 AM,02/14/2019 10:15:19 PM,Closed,8,Glen Park,37.734508514404,-122.433876037598,
Phone,"127 6TH AVE, SAN FRANCISCO, CA, 94118",Hanging_limb,02/14/2019 07:01:00 AM,02/14/2019 07:32:02 AM,Closed,1,Presidio Terrace,37.786117553711,-122.464790344238,
Phone,"400 40TH AVE, SAN FRANCISCO, CA, 94121",Fallen_tree,02/14/2019 07:10:00 AM,02/25/2019 06:03:00 PM,Closed,1,Outer Richmond,37.781066894531,-122.500770568848,
Phone,"1837 CHURCH ST, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 07:12:00 AM,02/21/2019 09:23:00 AM,Closed,8,Fairmount,37.741146087646,-122.426628112793,
Mobile/Open311,"43 WOODLAND AVE, SAN FRANCISCO, CA, 94117",Damaged_vandalism,02/14/2019 07:14:00 AM,,Open,5,Parnassus Heights,37.763382,-122.453399,http://mobile311.sfgov.org/reports/10487325/photos
Phone,Intersection of HOLLY PARK CIR and BOCANA ST,Fallen_tree,02/14/2019 07:17:00 AM,02/25/2019 08:04:00 AM,Closed,9,Holly Park,37.738182067871,-122.419303894043,
Phone,"3014 20TH ST, SAN FRANCISCO, CA, 94110",Fallen_tree,02/14/2019 07:20:00 AM,02/25/2019 10:05:00 AM,Closed,9,Mission,37.75923538208,-122.411247253418,
Phone,Intersection of 9TH AVE and MESA AVE,Fallen_tree,02/14/2019 07:20:00 AM,02/25/2019 06:00:00 PM,Closed,7,Forest Hill,37.74800491333,-122.465179443359,
Phone,"175 DENSLOWE DR, SAN FRANCISCO, CA, 94132",Fallen_tree,02/14/2019 07:21:00 AM,02/25/2019 05:57:26 PM,Closed,7,Stonestown,37.721775054932,-122.47435760498,
Phone,"200 SAN MARCOS AVE, SAN FRANCISCO, CA, 94116",Fallen_tree,02/14/2019 07:22:00 AM,02/14/2019 07:52:36 AM,Closed,7,Forest Hill,37.746906280518,-122.465591430664,
Web,"1801 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",Damaged_vandalism,02/14/2019 07:23:00 AM,02/25/2019 05:53:19 PM,Closed,7,Balboa Terrace,37.7329593,-122.4681898,
Phone,"583 CONGO ST, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 07:24:00 AM,02/14/2019 07:53:29 AM,Closed,7,Sunnyside,37.734241485596,-122.442092895508,
Phone,"160 SAN MARCOS AVE, SAN FRANCISCO, CA, 94116",Fallen_tree,02/14/2019 07:25:00 AM,02/14/2019 07:54:40 AM,Closed,7,Forest Hill,37.746955871582,-122.465118408203,
Web,"140 BLUXOME ST, SAN FRANCISCO, CA, 94107",Damaged_vandalism,02/14/2019 07:26:30 AM,,Open,6,South of Market,37.775523334434,-122.399196577908,
Mobile/Open311,"1748 CLAY ST, SAN FRANCISCO, CA, 94109",Damaged_vandalism,02/14/2019 07:31:00 AM,02/15/2019 11:58:00 PM,Closed,3,Polk Gulch,37.792325189615,-122.421854954903,http://mobile311.sfgov.org/reports/10487412/photos
Phone,Intersection of COLERIDGE ST and VIRGINIA AVE,Other_enter_additional_details_below,02/14/2019 07:33:00 AM,02/21/2019 10:16:00 AM,Closed,9,Bernal Heights,37.742679595947,-122.420387268066,
Phone,"246 FARALLONES ST, SAN FRANCISCO, CA, 94112",Fallen_tree,02/14/2019 07:34:00 AM,02/14/2019 07:56:01 AM,Closed,11,Oceanview,37.714138031006,-122.460830688477,
Mobile/Open311,"573 SCOTT ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,02/14/2019 07:35:29 AM,,Open,5,Alamo Square,37.775078538554,-122.436135313854,http://mobile311.sfgov.org/reports/10487433/photos
Web,"1 SUNVIEW DR, SAN FRANCISCO, CA, 94131",Other,02/14/2019 07:41:00 AM,02/14/2019 07:57:01 AM,Closed,8,Midtown Terrace,37.746858658239,-122.447411229639,
Mobile/Open311,"3062 MARKET ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,02/14/2019 07:42:00 AM,02/21/2019 10:03:00 AM,Closed,8,Eureka Valley,37.7612822,-122.4426019,
Mobile/Open311,Intersection of ALEMANY BLVD and FOLSOM ST,Damaged_vandalism,02/14/2019 07:43:00 AM,02/25/2019 08:01:00 AM,Closed,9,Bernal Heights,37.733087020094,-122.414079787913,http://mobile311.sfgov.org/reports/10487478/photos
Phone,"2324 LOMBARD ST, SAN FRANCISCO, CA, 94123",Lifted_sidewalk_tree_roots,02/14/2019 07:46:00 AM,,Open,2,Marina,37.799682617188,-122.439842224121,
Mobile/Open311,Intersection of ALABAMA ST and PRECITA AVE,Damaged_vandalism,02/14/2019 07:46:00 AM,02/21/2019 10:21:00 AM,Closed,9,Bernal Heights,37.74715,-122.410683333333,http://mobile311.sfgov.org/reports/10487496/photos
Mobile/Open311,"21 WALTER ST, SAN FRANCISCO, CA, 94114",Other,02/14/2019 07:49:00 AM,02/21/2019 09:25:00 AM,Closed,8,Duboce Triangle,37.768807067226,-122.432326439907,http://mobile311.sfgov.org/reports/10487524/photos
Mobile/Open311,"274 HAMILTON ST, SAN FRANCISCO, CA, 94134",Damaged_vandalism,02/14/2019 07:52:00 AM,02/21/2019 10:01:00 AM,Closed,9,Portola,37.727576787048,-122.410174455488,http://mobile311.sfgov.org/reports/10487532/photos
Phone,"3061 HARRISON ST, SAN FRANCISCO, CA, 94110",Fallen_tree,02/14/2019 07:52:00 AM,02/25/2019 08:12:00 AM,Closed,9,Mission,37.7487449646,-122.411346435547,
Phone,"659 34TH AVE, SAN FRANCISCO, CA, 94121",Fallen_tree,02/14/2019 07:53:00 AM,02/14/2019 08:17:29 AM,Closed,1,Outer Richmond,37.77661895752,-122.494300842285,
Phone,"46 WOODLAND AVE, SAN FRANCISCO, CA, 94117",Damaged_vandalism,02/14/2019 07:59:00 AM,03/07/2019 11:46:15 PM,Closed,5,Parnassus Heights,37.763275146484,-122.453147888184,
Phone,"325 FAXON AVE, SAN FRANCISCO, CA, 94112",Fallen_tree,02/14/2019 08:02:00 AM,02/14/2019 08:21:32 AM,Closed,11,Ingleside,37.720497131348,-122.460357666016,
Phone,Intersection of MONTGOMERY ST and GREEN ST,Fallen_tree,02/14/2019 08:05:00 AM,02/14/2019 10:15:11 PM,Closed,3,Telegraph Hill,37.800106048584,-122.404243469238,
Phone,"2501 PINE ST, SAN FRANCISCO, CA, 94115",Fallen_tree,02/14/2019 08:07:00 AM,02/22/2019 02:18:00 PM,Closed,5,Lower Pacific Heights,37.787178039551,-122.437469482422,
Phone,Intersection of GUERRERO ST and 14TH ST,About_to_fall,02/14/2019 08:16:00 AM,02/21/2019 09:27:00 AM,Closed,8,Mission Dolores,37.768005371094,-122.424407958984,
Phone,"3290 25TH ST, SAN FRANCISCO, CA, 94110",Hitting_window_or_building,02/14/2019 08:22:00 AM,02/19/2019 10:45:17 AM,Closed,9,Mission,37.750839233398,-122.415916442871,
Phone,"950 CORBETT AVE, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 08:22:00 AM,02/21/2019 09:26:00 AM,Closed,8,Upper Market,37.751846313477,-122.443725585938,
Phone,"92 GARNETT TER, SAN FRANCISCO, CA, 94124",Hitting_window_or_building,02/14/2019 08:31:00 AM,02/16/2019 12:35:13 AM,Closed,10,Bayview,37.732448577881,-122.38134765625,
Phone,Intersection of IRVING ST and 11TH AVE,Fallen_tree,02/14/2019 08:32:00 AM,,Open,5,Inner Sunset,37.763942718506,-122.468452453613,
Phone,"731 30TH AVE, SAN FRANCISCO, CA, 94121",Fallen_tree,02/14/2019 08:32:00 AM,02/14/2019 08:46:33 AM,Closed,1,Outer Richmond,37.775451660156,-122.489906311035,
Mobile/Open311,"2583 14TH AVE, SAN FRANCISCO, CA, 94127",Damaged_vandalism,02/14/2019 08:42:00 AM,02/14/2019 12:03:35 PM,Closed,7,West Portal,37.739905,-122.470086666667,http://mobile311.sfgov.org/reports/10487811/photos
Mobile/Open311,"1638 OAKDALE AVE, SAN FRANCISCO, CA, 94124",Damaged_vandalism,02/14/2019 08:45:00 AM,02/21/2019 11:25:00 AM,Closed,10,Bayview,37.735330131871,-122.391415787975,http://mobile311.sfgov.org/reports/10487827/photos
Phone,"519 BELVEDERE ST, SAN FRANCISCO, CA, 94117",Fallen_tree,02/14/2019 08:46:00 AM,02/15/2019 11:37:00 PM,Closed,5,Ashbury Heights,37.763053894043,-122.448173522949,
Web,"220 10TH ST, SAN FRANCISCO, CA, 94103",About_to_fall,02/14/2019 08:47:00 AM,02/25/2019 12:21:30 PM,Closed,6,South of Market,37.773620523389,-122.414180126298,http://mobile311.sfgov.org/reports/10487851/photos
Mobile/Open311,"399 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",About_to_fall,02/14/2019 08:50:00 AM,02/14/2019 10:15:18 PM,Closed,3,Northern Waterfront,37.798337872333,-122.397495846406,http://mobile311.sfgov.org/reports/10487869/photos
Phone,"2526 26TH AVE, SAN FRANCISCO, CA, 94116",Fallen_tree,02/14/2019 08:50:00 AM,02/14/2019 09:14:15 AM,Closed,4,Parkside,37.740314483643,-122.482864379883,
Mobile/Open311,"573 SCOTT ST, SAN FRANCISCO, CA, 94117",Property_damage,02/14/2019 08:57:00 AM,02/15/2019 11:33:00 PM,Closed,5,Alamo Square,37.775045245517,-122.436086374952,http://mobile311.sfgov.org/reports/10487904/photos
Web,"38 LEVANT ST, SAN FRANCISCO, CA, 94114",Damaged_vandalism,02/14/2019 08:58:00 AM,02/21/2019 10:05:00 AM,Closed,8,Buena Vista,37.76454,-122.4423267,http://mobile311.sfgov.org/reports/10487908/photos
Phone,"462 FAIR OAKS ST, SAN FRANCISCO, CA, 94110",Fallen_tree,02/14/2019 08:58:00 AM,02/21/2019 09:49:00 AM,Closed,8,Dolores Heights,37.749332427979,-122.423858642578,
Phone,"1066 TREAT AVE, SAN FRANCISCO, CA, 94110",Fallen_tree,02/14/2019 08:59:00 AM,02/21/2019 09:48:00 AM,Closed,9,Mission,37.753089904785,-122.413162231445,
Phone,"20 ARLINGTON ST, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 09:05:00 AM,02/25/2019 08:11:00 AM,Closed,8,Fairmount,37.739570617676,-122.424736022949,
Mobile/Open311,"495 NEWHALL ST, SAN FRANCISCO, CA, 94124",Damaged_vandalism,02/14/2019 09:05:00 AM,02/25/2019 07:57:00 AM,Closed,10,Bayview,37.741177313262,-122.386878016909,http://mobile311.sfgov.org/reports/10487955/photos
Phone,"2200 22ND ST, SAN FRANCISCO, CA, 94107",About_to_fall,02/14/2019 09:08:00 AM,02/21/2019 09:46:00 AM,Closed,10,Potrero Hill,37.757160186768,-122.40299987793,
Phone,"629 ARGUELLO BLVD, SAN FRANCISCO, CA, 94118",Hanging_limb,02/14/2019 09:19:00 AM,,Open,1,Inner Richmond,37.778583526611,-122.458869934082,
Phone,Intersection of ALEMANY BLVD and PUTNAM ST,Fallen_tree,02/14/2019 09:21:00 AM,02/25/2019 08:03:00 AM,Closed,9,Bernal Heights,37.734733581543,-122.410827636719,
Phone,Intersection of DIVISADERO ST and EDDY ST,Fallen_tree,02/14/2019 09:26:00 AM,,Open,5,Western Addition,37.780590057373,-122.438926696777,
Phone,"325 DETROIT ST, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 09:32:00 AM,02/25/2019 05:55:20 PM,Closed,7,Sunnyside,37.730312347412,-122.44441986084,
Web,"426 FREDERICK ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,02/14/2019 09:35:00 AM,,Open,5,Cole Valley,37.7668376,-122.4508633,
Phone,"1011 GARFIELD ST, SAN FRANCISCO, CA, 94132",Fallen_tree,02/14/2019 09:46:00 AM,02/25/2019 05:52:54 PM,Closed,11,Ingleside,37.719524383545,-122.471977233887,
Phone,"213 WARREN DR, SAN FRANCISCO, CA, 94131",Fallen_tree,02/14/2019 09:52:00 AM,02/25/2019 05:54:16 PM,Closed,7,Forest Knolls,37.753868103027,-122.460632324219,
Phone,Intersection of MARIETTA DR and ENCLINE CT,Dead_tree,02/14/2019 09:54:00 AM,,Open,7,Miraloma Park,37.741897583008,-122.449081420898,
Web,"20 ARLINGTON ST, SAN FRANCISCO, CA, 94131",Property_damage,02/14/2019 10:01:00 AM,,Open,8,Fairmount,37.7395972,-122.424804,http://mobile311.sfgov.org/reports/10488311/photos
Phone,"940 SAN JOSE AVE, SAN FRANCISCO, CA, 94110",Hanging_limb,02/14/2019 10:02:00 AM,02/21/2019 09:56:00 AM,Closed,8,Fairmount,37.740314483643,-122.424285888672,
Phone,"3301 BALBOA ST, SAN FRANCISCO, CA, 94121",Fallen_tree,02/14/2019 10:10:00 AM,02/14/2019 10:26:21 AM,Closed,1,Outer Richmond,37.775714874268,-122.494300842285,
Phone,"522 BOWDOIN ST, SAN FRANCISCO, CA, 94134",Fallen_tree,02/14/2019 10:23:00 AM,,Open,9,Portola,37.729019165039,-122.411994934082,
Mobile/Open311,"556 SCOTT ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,02/14/2019 10:29:27 AM,,Open,5,Alamo Square,37.775012517648,-122.436014350332,
Web,"424 ELLINGTON AVE, SAN FRANCISCO, CA, 94112",Other,02/14/2019 10:38:00 AM,,Open,11,Outer Mission,37.7119882,-122.447332,
Mobile/Open311,Intersection of SCOTT ST and HAYES ST,Damaged_vandalism,02/14/2019 10:43:21 AM,,Open,5,Alamo Square,37.775170239556,-122.436099038984,
Mobile/Open311,"1039 GREENWICH ST, SAN FRANCISCO, CA, 94133",Damaged_vandalism,02/14/2019 10:55:00 AM,02/16/2019 11:09:00 PM,Closed,2,Russian Hill,37.801381,-122.416931,
Phone,"418 EUGENIA AVE, SAN FRANCISCO, CA, 94110",Fallen_tree,02/14/2019 10:59:00 AM,02/19/2019 09:51:45 AM,Closed,9,Bernal Heights,37.740745544434,-122.418502807617,
Phone,"1573 DOLORES ST, SAN FRANCISCO, CA, 94110",Fallen_tree,02/14/2019 11:00:00 AM,02/25/2019 08:05:00 AM,Closed,8,Noe Valley,37.744247436523,-122.424140930176,
Mobile/Open311,Intersection of EDINBURGH ST and ITALY AVE,Damaged_vandalism,02/14/2019 11:04:00 AM,02/25/2019 05:46:36 PM,Closed,11,Excelsior,37.716572145035,-122.435630830119,http://mobile311.sfgov.org/reports/10488709/photos
Phone,"418 EUGENIA AVE, SAN FRANCISCO, CA, 94110",Pruning_request,02/14/2019 11:06:00 AM,02/19/2019 09:49:19 AM,Closed,9,Bernal Heights,37.740745544434,-122.418502807617,
Web,"35 12TH ST, SAN FRANCISCO, CA, 94103",Damaged_vandalism,02/14/2019 11:13:17 AM,,Open,6,South of Market,37.773999316411,-122.41971620636,
Phone,"1130 MARIPOSA ST, SAN FRANCISCO, CA, 94107",Near_communication_line,02/14/2019 11:29:00 AM,02/19/2019 09:48:29 AM,Closed,10,Potrero Hill,37.764057159424,-122.39501953125,
Phone,Intersection of LELAND AVE and HAHN ST,Fallen_tree,02/14/2019 11:37:00 AM,02/14/2019 12:29:00 PM,Closed,10,Visitacion Valley,37.7145652771,-122.414825439453,
Phone,"350 TURK ST, SAN FRANCISCO, CA, 94102",Fallen_tree,02/14/2019 11:41:00 AM,,Open,6,Tenderloin,37.782802581787,-122.41487121582,
Web,Intersection of 22ND ST and CONNECTICUT ST,Damaged_vandalism,02/14/2019 11:49:26 AM,02/14/2019 12:59:00 PM,Closed,10,Potrero Hill,37.757325001036,-122.397118049738,
Phone,Intersection of CABRILLO ST and 29TH AVE,Fallen_tree,02/14/2019 12:10:00 PM,02/14/2019 12:18:34 PM,Closed,1,Outer Richmond,37.774242401123,-122.488609313965,
Phone,"4338 BALBOA ST, SAN FRANCISCO, CA, 94121",Fallen_tree,02/14/2019 12:17:00 PM,,Open,1,Sutro Heights,37.775463104248,-122.50553894043,
Integrated Agency,"100 PORTOLA DR, SAN FRANCISCO, CA, 94131",Other,02/14/2019 12:29:00 PM,02/19/2019 10:39:48 AM,Closed,8,Upper Market,37.749649047852,-122.44367980957,
Phone,"3440 25TH ST, SAN FRANCISCO, CA, 94110",About_to_fall,02/14/2019 12:40:00 PM,02/21/2019 10:47:00 AM,Closed,9,Mission,37.750690460205,-122.419105529785,
Mobile/Open311,"1199 FULTON ST, SAN FRANCISCO, CA, 94117",Damaged_vandalism,02/14/2019 12:57:29 PM,,Open,5,Alamo Square,37.777016666667,-122.436341666667,http://mobile311.sfgov.org/reports/10489440/photos
Phone,Intersection of MARKET ST and SANCHEZ ST,Fallen_tree,02/14/2019 01:11:00 PM,02/14/2019 01:38:32 PM,Closed,8,Castro,37.765869140625,-122.431022644043,
Mobile/Open311,"75 OFARRELL ST, SAN FRANCISCO, CA, 94108",Damaged_vandalism,02/14/2019 01:17:25 PM,03/06/2019 12:18:35 PM,Closed,3,Downtown / Union Square,37.786561,-122.405731,http://mobile311.sfgov.org/reports/10489542/photos
